TICKER;PER;DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
WMT;D;020118;00:00:00;99.3000000;99.7900000;98.5200000;98.5600000;8501212
WMT;D;030118;00:00:00;98.8500000;100.0000000;98.7700000;99.4400000;7105903
WMT;D;040118;00:00:00;99.5400000;99.7800000;98.9110000;99.5350000;5038573
WMT;D;050118;00:00:00;99.6400000;100.3800000;99.6100000;100.1200000;5596520
WMT;D;080118;00:00:00;100.2500000;101.7500000;100.2100000;101.5700000;6263264
WMT;D;090118;00:00:00;102.1200000;102.3500000;100.3100000;100.4000000;5727952
WMT;D;100118;00:00:00;99.7500000;99.8900000;98.5300000;99.6900000;5399538
WMT;D;110118;00:00:00;99.7200000;100.4500000;98.7800000;100.0100000;5296415
WMT;D;120118;00:00:00;100.3500000;101.4400000;100.3000000;100.8800000;5366621
WMT;D;160118;00:00:00;101.3400000;101.9100000;100.3400000;100.6850000;4599459
WMT;D;170118;00:00:00;101.1500000;102.9400000;100.7000000;102.6900000;6538825
WMT;D;180118;00:00:00;104.7400000;104.9400000;103.6200000;104.3400000;7996500
WMT;D;190118;00:00:00;104.6400000;104.9300000;103.6600000;104.5900000;5982037
WMT;D;220118;00:00:00;104.5000000;105.4500000;104.0400000;105.4300000;4366607
WMT;D;230118;00:00:00;105.2900000;106.1450000;104.5700000;105.9200000;5841728
WMT;D;240118;00:00:00;106.3500000;106.4400000;104.8200000;105.8100000;4429388
WMT;D;250118;00:00:00;105.8500000;106.8050000;105.8500000;106.6000000;4678451
WMT;D;260118;00:00:00;107.0000000;108.4100000;106.6800000;108.3900000;4838327
WMT;D;290118;00:00:00;108.1100000;109.9800000;107.9900000;109.5700000;6183047
WMT;D;300118;00:00:00;109.1800000;109.3648000;107.1510000;107.7600000;6405210
WMT;D;310118;00:00:00;107.7700000;108.1800000;106.0700000;106.6100000;6398719
WMT;D;010218;00:00:00;105.9600000;106.5600000;105.1800000;105.5400000;4814785
WMT;D;020218;00:00:00;105.1500000;106.4700000;104.1500000;104.4100000;6214217
WMT;D;050218;00:00:00;103.4000000;104.6100000;97.0900000;100.0800000;9192584
WMT;D;060218;00:00:00;97.6400000;101.0800000;97.2500000;100.9000000;12910932
WMT;D;070218;00:00:00;100.5000000;104.5900000;100.0100000;102.9100000;8546111
WMT;D;080218;00:00:00;103.2300000;103.4800000;100.0000000;100.0200000;10837195
WMT;D;090218;00:00:00;100.5300000;101.1000000;96.4300000;99.4000000;11499742
WMT;D;120218;00:00:00;100.1300000;100.4450000;98.8000000;99.5500000;6792440
WMT;D;130218;00:00:00;99.3300000;101.2200000;99.3300000;100.9800000;4334149
WMT;D;140218;00:00:00;100.8600000;102.2500000;100.2100000;101.7100000;5745208
WMT;D;150218;00:00:00;102.5500000;103.6400000;101.8300000;103.2600000;5856883
WMT;D;160218;00:00:00;102.9700000;104.9400000;101.9818000;104.7200000;11681573
WMT;D;200218;00:00:00;96.9000000;106.8500000;94.1000000;94.1100000;44312529
WMT;D;210218;00:00:00;95.0900000;95.3400000;91.2401000;91.5499000;43905675
WMT;D;220218;00:00:00;91.4300000;93.3900000;91.3100000;92.8000000;16765061
WMT;D;230218;00:00:00;92.8800000;93.4900000;91.7600000;92.8900000;10496576
WMT;D;260218;00:00:00;92.9000000;93.8000000;92.2200000;93.0900000;9862829
WMT;D;270218;00:00:00;93.6300000;93.7200000;91.5100000;91.5300000;10650637
WMT;D;280218;00:00:00;92.0000000;92.1000000;90.0000000;90.0050000;9720721
WMT;D;010318;00:00:00;90.1700000;90.1800000;87.7101000;89.0500000;15242458
WMT;D;020318;00:00:00;87.2700000;88.9000000;87.2400000;88.7600000;16135082
WMT;D;050318;00:00:00;88.1000000;90.4800000;88.1000000;89.9800000;10467079
WMT;D;060318;00:00:00;90.3500000;90.5000000;88.6300000;89.0700000;8215738
WMT;D;070318;00:00:00;87.9800000;88.5300000;87.3350000;87.7400000;9383767
WMT;D;080318;00:00:00;87.7700000;88.1301000;87.3400000;87.8900000;7293591
WMT;D;090318;00:00:00;88.2400000;88.7000000;87.5300000;88.6800000;6433794
WMT;D;120318;00:00:00;88.7000000;89.4400000;87.8800000;88.0750000;6678062
WMT;D;130318;00:00:00;88.3000000;88.9000000;87.9801000;88.2900000;5920000
WMT;D;140318;00:00:00;88.5100000;88.9900000;87.5000000;87.6900000;8803426
WMT;D;150318;00:00:00;87.6800000;88.7900000;85.9030000;87.5200000;13824672
WMT;D;160318;00:00:00;87.7200000;90.0900000;87.5000000;89.5500000;15123739
WMT;D;190318;00:00:00;88.9300000;89.0750000;87.1000000;87.4600000;7812575
WMT;D;200318;00:00:00;87.8600000;88.1470000;87.3700000;87.9700000;6258748
WMT;D;210318;00:00:00;87.8900000;89.6800000;87.6800000;88.1900000;9375863
WMT;D;220318;00:00:00;87.5300000;88.2700000;86.9900000;87.1500000;7755249
WMT;D;230318;00:00:00;87.3500000;87.7400000;85.2800000;85.4100000;6654971
WMT;D;260318;00:00:00;86.2200000;87.6900000;86.1100000;87.5100000;5059173
WMT;D;270318;00:00:00;87.9600000;88.0400000;85.4800000;86.0500000;5069806
WMT;D;280318;00:00:00;86.2600000;88.2400000;86.1900000;87.6800000;9148716
WMT;D;290318;00:00:00;87.9000000;89.3400000;87.7700000;88.9600000;7093027
WMT;D;020418;00:00:00;88.0000000;88.2400000;84.8400000;85.5900000;15909814
WMT;D;030418;00:00:00;86.2500000;86.9500000;85.5500000;86.8000000;7514670
WMT;D;040418;00:00:00;85.6000000;87.4950000;85.4400000;87.2400000;4901459
WMT;D;050418;00:00:00;87.6000000;88.3450000;87.0500000;87.8200000;4368338
WMT;D;060418;00:00:00;86.8300000;87.9000000;86.1300000;86.7000000;4981207
WMT;D;090418;00:00:00;86.8500000;87.4500000;86.2400000;86.3000000;4744863
WMT;D;100418;00:00:00;86.8400000;87.1000000;85.6600000;86.4500000;7111336
WMT;D;110418;00:00:00;86.0000000;86.8600000;85.8000000;85.9000000;5007694
WMT;D;120418;00:00:00;86.1900000;86.8300000;85.4100000;85.4400000;4750073
WMT;D;130418;00:00:00;85.8900000;86.2700000;85.1901000;86.0200000;5435029
WMT;D;160418;00:00:00;86.2000000;87.6500000;86.1201000;86.8400000;4558141
WMT;D;170418;00:00:00;87.4800000;88.1700000;87.4100000;87.8800000;4470111
WMT;D;180418;00:00:00;88.2000000;88.5600000;87.5100000;87.5700000;3504844
WMT;D;190418;00:00:00;87.4100000;88.0400000;86.5800000;87.8800000;5367343
WMT;D;200418;00:00:00;87.8700000;88.3800000;86.6700000;86.9800000;4917520
WMT;D;230418;00:00:00;86.8900000;87.0800000;86.0200000;86.1100000;4311027
WMT;D;240418;00:00:00;86.7800000;86.9100000;85.5700000;86.5100000;5602957
WMT;D;250418;00:00:00;86.3200000;87.7000000;85.8900000;87.1900000;5482922
WMT;D;260418;00:00:00;87.1700000;88.3200000;86.9000000;87.9450000;3796120
WMT;D;270418;00:00:00;87.8700000;87.9000000;87.0800000;87.2900000;4203185
WMT;D;300418;00:00:00;87.9400000;89.6599000;87.9200000;88.4500000;5732802
WMT;D;010518;00:00:00;87.6700000;88.0100000;86.3460000;87.3800000;5577520
WMT;D;020518;00:00:00;87.1300000;87.2492000;86.1600000;86.3400000;4739611
WMT;D;030518;00:00:00;86.1900000;86.2900000;85.1200000;86.2250000;5613886
WMT;D;040518;00:00:00;86.0000000;88.1000000;85.3600000;87.5500000;5797272
WMT;D;070518;00:00:00;87.4900000;87.5000000;85.2700000;85.4600000;8575430
WMT;D;080518;00:00:00;85.5200000;85.8500000;84.9200000;85.7500000;5110972
WMT;D;090518;00:00:00;82.5600000;83.6800000;82.0000000;83.0500000;25842908
WMT;D;100518;00:00:00;82.6400000;83.7690000;82.0100000;82.6700000;12612564
WMT;D;110518;00:00:00;82.6900000;83.5200000;81.9500000;83.3700000;8414024
WMT;D;140518;00:00:00;83.8900000;84.7939000;83.6501000;84.4200000;7219020
WMT;D;150518;00:00:00;84.0600000;84.8800000;83.8000000;84.5100000;6502325
WMT;D;160518;00:00:00;84.8700000;86.1300000;84.7400000;86.0900000;10328816
WMT;D;170518;00:00:00;87.0500000;87.5900000;83.8500000;84.3400000;23003783
WMT;D;180518;00:00:00;84.2400000;84.4400000;83.4900000;83.6000000;8944064
WMT;D;210518;00:00:00;84.1400000;84.5400000;83.8200000;84.5000000;7690776
WMT;D;220518;00:00:00;84.5000000;84.8100000;83.2900000;83.4001000;6580663
WMT;D;230518;00:00:00;82.9500000;83.0200000;82.1700000;83.0000000;7254920
WMT;D;240518;00:00:00;83.0000000;83.0000000;81.7800000;82.8500000;6550171
WMT;D;250518;00:00:00;82.8500000;83.3400000;82.3200000;82.4600000;4501433
WMT;D;290518;00:00:00;81.9600000;82.5200000;81.8099000;82.4100000;6086097
WMT;D;300518;00:00:00;82.4500000;84.2300000;82.2600000;84.1300000;7723736
WMT;D;310518;00:00:00;83.9400000;84.3100000;82.5100000;82.5500000;7290808
WMT;D;010618;00:00:00;83.0400000;83.4200000;82.8500000;82.9900000;3934739
WMT;D;040618;00:00:00;83.5000000;85.5200000;83.3000000;85.4200000;9524831
WMT;D;050618;00:00:00;85.4500000;85.4700000;84.2500000;84.6400000;6241160
WMT;D;060618;00:00:00;84.9500000;85.1473000;84.3500000;84.5500000;5619612
WMT;D;070618;00:00:00;84.7200000;85.7600000;84.6900000;84.9500000;5899944
WMT;D;080618;00:00:00;84.7800000;85.1899000;84.1400000;84.3200000;5791439
WMT;D;110618;00:00:00;84.4100000;84.5400000;83.7900000;84.3000000;4934573
WMT;D;120618;00:00:00;84.3200000;84.5900000;83.4700000;84.1100000;6238740
WMT;D;130618;00:00:00;83.8900000;84.3700000;83.8515000;84.0800000;5136801
WMT;D;140618;00:00:00;84.2200000;84.8100000;83.6700000;83.8200000;5963324
WMT;D;150618;00:00:00;83.5000000;83.9900000;83.0600000;83.6500000;7810268
